Name,Link,Name,YOB,Date,Competition,Placing,Division,Weightclass,Weight,Squat1,Squat2,Squat3,Bench press1,Bench press2,Bench press3,Deadlift1,Deadlift2,Deadlift3,Total,Points
Nicholas Vinciguerra,competitions-view?id=528,Nicholas Vinciguerra,1996,01/01/2013,Stars & Stripes BP & DL,-,R-T2,-67.5,67.50,,,,113.4,,,,,,113.4,87.43
Daniel O'Hara,competitions-view?id=1354,Daniel O'Hara,1994,10/13/2016,Raw Nationals 2016,19.,R-O,-74,73.22,200,-207.5,,140,142.5,150,55,227.5,245,595,431.26
Daniel O'Hara,competitions-view?id=1153,Daniel O'Hara,1994,03/19/2016,Western NY Championships,1.,R-JR,-74,73.00,200,210,-215,130,137.5,142.5,240,252.5,-255,605,439.47
Daniel O'Hara,competitions-view?id=992,Daniel O'Hara,1994,10/15/2015,2015 Raw Nationals,14.,R-JR,-74,72.70,187.5,-195,195,132.5,-140,-140,227.5,235,-242.5,562.5,409.78
Daniel O'Hara,competitions-view?id=1055,Daniel O'Hara,1994,07/12/2015,2015 USAPL Ohio State Championships,1.,R-O,-74,72.50,185,192.5,-200,135,140,-142.5,222.5,230,-237.5,562.5,410.63
Ronald Boyett,competitions-view?id=1354,Ronald Boyett,1993,10/13/2016,Raw Nationals 2016,19.,R-JR,-74,72.60,225,-237.5,-237.5,112.5,120,-122.5,242.5,-260,-260,587.5,428.46
Ronald Boyett,competitions-view?id=1165,Ronald Boyett,1993,04/02/2016,Georgia Spring Open,1.,R-JR,-74,72.50,210,220,-227.5,110,117.5,-122.5,225,-237.5,-237.5,562.5,410.63
Jacob Halpern,competitions-view?id=1354,Jacob Halpern,1994,10/13/2016,Raw Nationals 2016,20.,R-JR,-74,73.90,192.5,202.5,210,135,142.5,-147.5,232.5,-247.5,-247.5,585,421.20
Jacob Halpern,competitions-view?id=1025,Jacob Halpern,1994,12/04/2015,14th Annual USAPL American Open Powerlifting Championships,2.,R-O,-74,73.90,182.5,192.5,-200,125,130,135,232.5,240,,567.5,408.60
Jacob Halpern,competitions-view?id=754,Jacob Halpern,1994,11/22/2014,2014 New England Open PL Championships,11.,R-JR,-75,74.20,160,,,110,,,220,,,490,351.77
Ryan Sanchez,competitions-view?id=1354,Ryan Sanchez,1996,10/13/2016,Raw Nationals 2016,21.,R-JR,-74,73.90,192.5,210,-220,115,-122.5,122.5,227.5,245,-255,577.5,415.80
Ryan Sanchez,competitions-view?id=1274,Ryan Sanchez,1996,07/16/2016,2016 Summer Power Fest,1.,R-JR,-74,73.80,-202.5,210,215,112.5,117.5,120,227.5,242.5,-247.5,577.5,416.20
Ryan Sanchez,competitions-view?id=1182,Ryan Sanchez,1996,04/14/2016,2016 USA Powerlifting Collegiate Nationals,10.,R-C,-74,72.60,207.5,215,-222.5,112.5,-120,-120,227.5,237.5,-252.5,565,412.05
Ryan Sanchez,competitions-view?id=1150,Ryan Sanchez,1996,03/13/2016,USA Powerlifting Texas Strength Classic,2.,R-JR,-74,72.80,195,210,,107.5,112.5,-117.5,215,-227.5,227.5,550,400.29
Ryan Sanchez,competitions-view?id=1020,Ryan Sanchez,1996,11/07/2015,USAPL Raw Collegiate Cup,2.,R-T3,-74,72.80,175,185,192.5,102.5,110,112.5,205,215,-220,520,378.46
Ryan Sanchez,competitions-view?id=992,Ryan Sanchez,1996,10/15/2015,2015 Raw Nationals,5.,R-T3,-74,72.30,167.5,180,185,102.5,107.5,112.5,207.5,215,-217.5,512.5,374.89
Ryan Sanchez,competitions-view?id=1252,Ryan Sanchez,1996,07/11/2015,2015 Summer Power Fest,2.,R-T,-74,71.20,165,175,-182.5,97.5,102.5,-105,202.5,210,-215,487.5,360.65
Ryan Sanchez,competitions-view?id=784,Ryan Sanchez,1996,03/08/2015,2015 Texas Strength Classic,2.,R-JR,-74,72.80,175,,,102.5,,,215,,,492.5,358.44
Kyle Thebado,competitions-view?id=1354,Kyle Thebado,1993,10/13/2016,Raw Nationals 2016,22.,R-JR,-74,73.76,195,205,217.5,125,135,140,207.5,215,-227.5,572.5,412.77
Kyle Thebado,competitions-view?id=1208,Kyle Thebado,1993,05/07/2016,Granite State Open,1.,R-O,-74,73.40,195,205,-217.5,125,132.5,-140,205,-210,-210,542.5,392.50
Kyle Thebado,competitions-view?id=1025,Kyle Thebado,1993,12/04/2015,14th Annual USAPL American Open Powerlifting Championships,5.,R-JR,-74,72.10,185,190,-200,127.5,137.5,-142.5,205,215,-227.5,542.5,397.65
Kyle Thebado,competitions-view?id=879,Kyle Thebado,1993,08/22/2015,New England Open,9.,R-JR,-74,72.40,180,185,122.5,,-135,-135,-210,-217.5,-217.5,0,0.00
Kyle Thebado,competitions-view?id=801,Kyle Thebado,1993,02/28/2015,Winter Classic,3.,R-JR,-83,81.00,182.5,,,130,,,227.5,,,540,365.80
Gray Chastine,competitions-view?id=1354,Gray Chastine,1993,10/13/2016,Raw Nationals 2016,32.,R-O,-74,73.00,180,192.5,197.5,100,107.5,-115,235,-250,-250,540,392.26
Gray Chastine,competitions-view?id=1238,Gray Chastine,1993,05/28/2016,MA and RI Open State Championships,4.,R-JR,-74,72.40,180,190,-195,95,102.5,107.5,212.5,227.5,237.5,535,390.92
Gray Chastine,competitions-view?id=782,Gray Chastine,1993,02/28/2015,2015 USAPL Georgia Spring Open,2.,R-JR,-66,65.20,147.5,,,92.5,,,215,,,455,360.91
Kevin Kim,competitions-view?id=1354,Kevin Kim,1993,10/13/2016,Raw Nationals 2016,24.,R-JR,-74,73.40,170,185,195,110,120,130,185,197.5,-212.5,522.5,378.03
Kevin Kim,competitions-view?id=1287,Kevin Kim,1993,07/30/2016,2016 Procrastinators Championships,6.,R-O,-93,90.40,185,195,207.5,147.5,152.5,-160,205,212.5,230,590,375.83
Kevin Kim,competitions-view?id=1290,Kevin Kim,1993,04/16/2016,2016 California State Championships,4.,R-JR,-74,73.90,175,-190,190,-115,-115,115,182.5,-200,-200,487.5,351.00
Mark Blum,competitions-view?id=1354,Mark Blum,1995,10/13/2016,Raw Nationals 2016,25.,R-JR,-74,73.00,170,-185,-185,80,102.5,107.5,220,230,235,512.5,372.28
Mark Blum,competitions-view?id=1292,Mark Blum,1995,07/30/2016,Ohio State Championship,3.,R-JR,-74,73.50,182.5,190,-192.5,105,-110,-110,230,-240,-250,525,379.47
Mark Blum,competitions-view?id=1182,Mark Blum,1995,04/14/2016,2016 USA Powerlifting Collegiate Nationals,18.,R-C,-74,73.10,157.5,170,172.5,90,95,100,207.5,222.5,230,502.5,364.61
Mark Blum,competitions-view?id=1048,Mark Blum,1995,12/12/2015,USA Powerlifting Future Winter Meltdown,3.,R-O,-74,72.70,145,155,162.5,82.5,90,-95,175,190,202.5,455,331.47
Ferris Wang,competitions-view?id=1354,Ferris Wang,1995,10/13/2016,Raw Nationals 2016,26.,R-JR,-74,70.60,165,175,177.5,107.5,115,117.5,175,192.5,-197.5,487.5,362.94
Ferris Wang,competitions-view?id=1191,Ferris Wang,1995,04/23/2016,2016 Cudahy Open,1.,R-O,-66,65.80,135,147.5,160,92.5,102.5,-105,147.5,170,182.5,445,350.30
P.T. Yager,competitions-view?id=1354,P.T. Yager,1996,10/13/2016,Raw Nationals 2016,27.,R-JR,-74,73.40,165,175,-180,115,122.5,-125,180,190,-195,487.5,352.71
Samson Su,competitions-view?id=1354,Samson Su,1994,10/13/2016,Raw Nationals 2016,28.,R-JR,-74,72.70,130,140,142.5,102.5,107.5,115,170,180,-190,437.5,318.72
Samson Su,competitions-view?id=1290,Samson Su,1994,04/16/2016,2016 California State Championships,7.,R-JR,-74,71.30,115,122.5,130,92.5,102.5,105,142.5,160,182.5,417.5,308.53
Mason Liu,competitions-view?id=1354,Mason Liu,1994,10/13/2016,Raw Nationals 2016,29.,R-JR,-74,69.90,125,132.5,137.5,90,95,97.5,170,177.5,185,420,315.08
Mason Liu,competitions-view?id=1312,Mason Liu,1994,08/27/2016,Newport Open,3.,R-JR,-74,69.80,122.5,130,135,-90,92.5,-97.5,167.5,180,-185,407.5,306.03
Mason Liu,competitions-view?id=1166,Mason Liu,1994,03/20/2016,2016 USA Powerlifting Orlando Open Championships,3.,R-JR,-74,70.00,122.5,127.5,130,82.5,87.5,90,167.5,175,182.5,402.5,301.63
John Haack,competitions-view?id=1354,John Haack,1993,10/13/2016,Raw Nationals 2016,1.,R-JR,-83,82.90,277.5,-290,300,185,195,-202.5,300,315,-325,810,541.08
John Haack,competitions-view?id=1260,John Haack,1993,06/18/2016,IPF Classic Worlds,1.,R-O,-83,82.80,270,285,298,185,195,200,292.5,310,315,813,543.49
John Haack,competitions-view?id=992,John Haack,1993,10/15/2015,2015 Raw Nationals,1.,R-O,-83,82.40,247.5,262.5,272.5,182.5,190,195,287.5,307.5,320,787.5,527.94
John Haack,competitions-view?id=916,John Haack,1993,06/13/2015,Badger Open 2015,1.,R-O,-83,81.70,250,265,-272.5,-175,175,-192.5,295,307.5,-312.5,747.5,503.74
Jon Gruden,competitions-view?id=1354,Jon Gruden,1994,10/13/2016,Raw Nationals 2016,2.,R-O,-83,80.40,252.5,265,-272.5,175,182.5,-187.5,275,282.5,287.5,735,500.24
Jon Gruden,competitions-view?id=1243,Jon Gruden,1994,05/28/2016,35th Annual Florida State Powerlifting Championship,1.,R-C,-83,80.10,227.5,237.5,-245,175,182.5,-185,265,272.5,275,695,474.13
Jon Gruden,competitions-view?id=889,Jon Gruden,1994,07/25/2015,Central Florida Championship,3.,R-JR,-83,80.20,210,217.5,227.5,172.5,180,-185,242.5,250,260,667.5,454.97
Jon Gruden,competitions-view?id=413,Jon Gruden,1994,06/14/2014,2014 USAPL Central Florida Open Powerlifting Championships,1.,R-JR,-82.5,80.80,210,,,167.5,,,230,,,607.5,412.19
Sean Noriega,competitions-view?id=1354,Sean Noriega,1996,10/13/2016,Raw Nationals 2016,4.,R-O,-83,82.64,250,255,260,170,177.5,180,-272.5,-287.5,287.5,727.5,486.84
Sean Noriega,competitions-view?id=1238,Sean Noriega,1996,05/28/2016,MA and RI Open State Championships,1.,R-O,-83,82.80,215,227.5,235,165,172.5,175,265,-285,290,700,467.95
Sean Noriega,competitions-view?id=1118,Sean Noriega,1996,03/05/2016,Arnold - SlingShot Pro American,2.,R-O,-83,81.90,235,250,-260,157.5,165,170,262.5,282.5,287.5,707.5,476.08
Sean Noriega,competitions-view?id=992,Sean Noriega,1996,10/15/2015,2015 Raw Nationals,8.,R-O,-83,82.10,235,245,255,145,155,160,255,272.5,-282.5,687.5,461.93
Sean Noriega,competitions-view?id=855,Sean Noriega,1996,05/30/2015,MA & RI Open State Championships,1.,R-T,-83,82.20,225,240,150,140,-145,,245,262.5,-277.5,642.5,431.37
Sean Noriega,competitions-view?id=761,Sean Noriega,1996,01/25/2015,Northeast Iron Beast Winter Classic II,1.,R-T3,-83,82.80,245,,,137.5,,,262.5,,,645,431.18
Charlie Dickson,competitions-view?id=1354,Charlie Dickson,1995,10/13/2016,Raw Nationals 2016,7.,R-O,-83,82.28,-257.5,-267.5,267.5,162.5,167.5,-172.5,272.5,-285,-285,707.5,474.73
Charlie Dickson,competitions-view?id=1122,Charlie Dickson,1995,03/04/2016,Arnold - StartingStrength.com Pro Raw Challenge,1.,R-O,-83,82.50,247.5,262.5,275,155,165,-170,-277.5,295,-307.5,735,492.38
Charlie Dickson,competitions-view?id=992,Charlie Dickson,1995,10/15/2015,2015 Raw Nationals,5.,R-O,-83,81.60,237.5,252.5,262.5,147.5,155,162.5,275,290,-305,715,482.20
Charlie Dickson,competitions-view?id=752,Charlie Dickson,1995,12/12/2014,American Open,1.,R-T3,-83,81.10,182.5,,,155,,,265,,,602.5,407.83
Robbie Karstendiek,competitions-view?id=1354,Robbie Karstendiek,1994,10/13/2016,Raw Nationals 2016,5.,R-JR,-83,81.37,240,250,-257.5,152.5,160,-165,275,287.5,-295,697.5,471.16
Robbie Karstendiek,competitions-view?id=1280,Robbie Karstendiek,1994,07/16/2016,Louisiana Summer Classic,1.,R-O,-83,80.90,220,232.5,237.5,142.5,-150,150,265,277.5,282.5,670,454.19
Robbie Karstendiek,competitions-view?id=632,Robbie Karstendiek,1994,01/01/2012,USAPL Pennsylvania State PL Championships,-,R-T2,-90,83.60,197.5,,,127.5,,,252.5,,,577.5,383.86
Cody Jaeger,competitions-view?id=1354,Cody Jaeger,1994,10/13/2016,Raw Nationals 2016,6.,R-JR,-83,82.56,235,250,255,157.5,167.5,170,235,255,-267.5,680,455.33
Cody Jaeger,competitions-view?id=1190,Cody Jaeger,1994,04/16/2016,2016 Equinox Open,1.,R-O,-83,82.60,232.5,245,-252.5,147.5,155,-157.5,225,240,250,650,435.11
Cody Jaeger,competitions-view?id=1022,Cody Jaeger,1994,11/21/2015,USA Powerlifting Maryland State Championship,1.,R-JR,-93,90.90,225,240,-245,155,165,-172.5,240,257.5,267.5,672.5,427.17
Alex Pinnow,competitions-view?id=1354,Alex Pinnow,1993,10/13/2016,Raw Nationals 2016,7.,R-JR,-83,78.70,215,222.5,230,150,160,-162.5,260,275,-282.5,665,458.78
Alex Pinnow,competitions-view?id=992,Alex Pinnow,1993,10/15/2015,2015 Raw Nationals,9.,R-JR,-83,80.50,-220,222.5,-240,137.5,150,-155,235,250,-262.5,622.5,423.30
Alex Pinnow,competitions-view?id=762,Alex Pinnow,1993,01/17/2015,WI State Open '15,1.,R-JR,-83,80.30,231.3,,,145.2,,,242.7,,,619.2,421.74
Alex Pinnow,competitions-view?id=860,Alex Pinnow,1993,07/17/2014,2014 Raw Nationals,4.,R-JR,-83,78.50,207.5,217.5,223.5,127.5,142.5,-152.5,-220,222.5,240,606,418.75
Alex Pinnow,competitions-view?id=352,Alex Pinnow,1993,02/28/2014,Arnold,1.,R-JR,-83,80.10,201.9,,,147.4,,,226.8,,,576.1,393.02
Alex Pinnow,competitions-view?id=379,Alex Pinnow,1993,01/18/2014,Wisconsin State Open,1.,R-JR,-75,72.60,190.5,,,,,,204.1,,,394.6,287.78
Matt Guzik,competitions-view?id=1354,Matt Guzik,1992,10/13/2016,Raw Nationals 2016,8.,R-JR,-83,82.25,225,240,-250,137.5,145,-150,250,272.5,-282.5,657.5,441.25
Cody Houser,competitions-view?id=1354,Cody Houser,1995,10/13/2016,Raw Nationals 2016,17.,R-O,-83,82.71,227.5,240,-250,150,160,167.5,227.5,240,250,657.5,439.80
Cody Houser,competitions-view?id=1196,Cody Houser,1995,04/23/2016,Explosive Mechanics Day of Mayhem,1.,R-JR,-83,81.30,215,227.5,237.5,150,-160,,227.5,-240,240,627.5,424.13
Cody Houser,competitions-view?id=1057,Cody Houser,1995,12/12/2015,USA Powerlifting Georgia & Southern States,2.,R-JR,-83,82.20,205,217.5,225,135,147.5,155,205,222.5,230,610,409.55
Cody Houser,competitions-view?id=847,Cody Houser,1995,03/06/2015,2015 Arnold - Pro Raw Challenge,5.,R-O,-83,79.60,210,-220,220,150,155,-160,217.5,-227.5,,592.5,405.80
Cody Houser,competitions-view?id=860,Cody Houser,1995,07/17/2014,2014 Raw Nationals,4.,R-O,-74,73.80,-210,217.5,227.5,145,150,155,212.5,227.5,-232.5,610,439.63
Cody Houser,competitions-view?id=394,Cody Houser,1995,05/10/2014,USAPL Border Bash & Southeastern High School State Wars,1.,R-T3,-75,75.00,215,,,150,,,220,,,585,416.87
Cody Houser,competitions-view?id=527,Cody Houser,1995,11/09/2013,2013 USAPL Georgia & Southern States,-,R-T3,-75,72.40,192.5,,,145,,,225,,,562.5,411.02
Cody Houser,competitions-view?id=500,Cody Houser,1995,07/19/2013,2013 Raw Nationals,2.,R-T3,-74,72.10,182.5,,,135,,,207.5,,,525,384.83
Cody Houser,competitions-view?id=479,Cody Houser,1995,04/27/2013,S.E HS State Wars,-,R-T2,-75,73.90,175,,,132.5,,,202.5,,,510,367.20
Cody Houser,competitions-view?id=458,Cody Houser,1995,03/09/2013,USAPL Georgia High School State Championships,-,R-T2,-75,73.50,177.5,,,140,,,200,,,517.5,374.05
Cody Houser,competitions-view?id=511,Cody Houser,1995,01/01/2013,2013 USAPL Bench Press Nationals,-,R-T3,-75,73.00,,,,142.5,,,,,,142.5,103.51
Joey Carzoli,competitions-view?id=1354,Joey Carzoli,1994,10/13/2016,Raw Nationals 2016,10.,R-JR,-83,81.86,217.5,232.5,240,135,145,150,242.5,262.5,-277.5,652.5,439.20
Joey Carzoli,competitions-view?id=1214,Joey Carzoli,1994,05/07/2016,Lift for Life,1.,R-JR,-83,82.40,235,242.5,-250,142.5,145,147.5,252.5,265,275,665,445.82
Joey Carzoli,competitions-view?id=992,Joey Carzoli,1994,10/15/2015,2015 Raw Nationals,7.,R-JR,-83,82.00,220,230,237.5,132.5,140,145,260,-270,-270,642.5,432.02
Joey Carzoli,competitions-view?id=889,Joey Carzoli,1994,07/25/2015,Central Florida Championship,4.,R-JR,-83,80.60,212.5,222.5,230,130,137.5,-142.5,250,265,275,642.5,436.58
Michael Jin,competitions-view?id=1354,Michael Jin,1996,10/13/2016,Raw Nationals 2016,11.,R-JR,-83,81.46,205,217.5,227.5,150,160,167.5,237.5,255,-272.5,650,438.82
Michael Jin,competitions-view?id=1188,Michael Jin,1996,04/09/2016,Texas State Championships,1.,R-T3,-83,81.50,190,202.5,215,-142.5,150,155,210,227.5,242.5,612.5,413.38
Michael Jin,competitions-view?id=1020,Michael Jin,1996,11/07/2015,USAPL Raw Collegiate Cup,1.,R-T3,-74,73.00,187.5,195,-203,130,137.5,-143,192.5,202.5,212.5,545,395.89
Bryce Platt,competitions-view?id=1354,Bryce Platt,1993,10/13/2016,Raw Nationals 2016,12.,R-JR,-83,82.81,235,-250,250,142.5,150,-155,247.5,-262.5,-262.5,647.5,432.79
Bryce Platt,competitions-view?id=1302,Bryce Platt,1993,08/13/2016,4th Annual Patriot Open,1.,R-JR,-83,82.50,225,237.5,247.5,142.5,152.5,155,242.5,257.5,267.5,670,448.83
Richard Yun,competitions-view?id=1354,Richard Yun,1995,10/13/2016,Raw Nationals 2016,13.,R-JR,-83,81.22,202.5,210,-217.5,145,152.5,-160,262.5,277.5,-290,640,432.83
Richard Yun,competitions-view?id=1232,Richard Yun,1995,05/21/2016,Philadelphia Freedom Championship,1.,R-JR,-83,81.50,202.5,210,212.5,142.5,150,155,260,272.5,280,647.5,437.00
Richard Yun,competitions-view?id=888,Richard Yun,1995,08/01/2015,New Jersey State Championships,3.,R-JR,-83,81.20,182.5,197.5,-212.5,125,142.5,145,265,-292.5,-292.5,607.5,410.91
Tom Buckles,competitions-view?id=1354,Tom Buckles,1994,10/13/2016,Raw Nationals 2016,14.,R-JR,-83,81.76,205,220,232.5,135,142.5,-147.5,235,252.5,262.5,637.5,429.42
Tom Buckles,competitions-view?id=992,Tom Buckles,1994,10/15/2015,2015 Raw Nationals,8.,R-JR,-83,80.80,202.5,220,227.5,120,130,137.5,230,250,260,625,424.06
Tom Buckles,competitions-view?id=860,Tom Buckles,1994,07/17/2014,2014 Raw Nationals,6.,R-JR,-83,81.70,172.5,192.5,-205,112.5,125,132.5,215,235,250,575,387.49
Tom Buckles,competitions-view?id=389,Tom Buckles,1994,05/04/2014,1st Annual USAPL Connecticut Spring Classic,1.,R-JR,-90,84.00,202.5,,,132.5,,,252.5,,,587.5,389.40
Tom Buckles,competitions-view?id=378,Tom Buckles,1994,02/22/2014,Winter Classic,1.,R-T3,-90,86.40,200,,,130,,,250,,,580,378.33
Tom Buckles,competitions-view?id=451,Tom Buckles,1994,01/01/2013,2013 Winter Classic,-,R-T3,-82.5,82.40,185,,,117.5,,,230,,,532.5,356.99
Malique Killing,competitions-view?id=1354,Malique Killing,1993,10/13/2016,Raw Nationals 2016,15.,R-JR,-83,76.33,215,-227.5,227.5,135,140,-145,257.5,260,-275,627.5,441.76
Malique Killing,competitions-view?id=1232,Malique Killing,1993,05/21/2016,Philadelphia Freedom Championship,2.,R-JR,-83,80.80,227.5,-237.5,,137.5,142.5,-147.5,265,272.5,-277.5,642.5,435.94
Malique Killing,competitions-view?id=1074,Malique Killing,1993,01/16/2016,USA Powerlifting Liberty Bell Classic,1.,R-JR,-83,79.10,200,212.5,227.5,110,125,135,237.5,260,-272.5,622.5,428.03
Nicholas Arce,competitions-view?id=1354,Nicholas Arce,1994,10/13/2016,Raw Nationals 2016,16.,R-JR,-83,82.50,-215,215,227.5,127.5,137.5,-142.5,237.5,250,262.5,627.5,420.36
Nicholas Arce,competitions-view?id=1097,Nicholas Arce,1994,02/13/2016,USA Powerlifting Citadel Nutrition Open,1.,R-O,-83,82.00,-185,185,-212.5,120,-130,-130,215,230,242.5,547.5,368.14
Michael Escano,competitions-view?id=1354,Michael Escano,1994,10/13/2016,Raw Nationals 2016,17.,R-JR,-83,74.76,200,212.5,-225,140,147.5,-155,245,260,-272.5,620,442.80
Michael Escano,competitions-view?id=1047,Michael Escano,1994,12/13/2015,2015 Southeastern USA Regional Championships,1.,R-JR,-74,73.20,182.5,192.5,205,132.5,-142.5,142.5,232.5,245,257.5,605,438.56
Seth Baker,competitions-view?id=1354,Seth Baker,1994,10/13/2016,Raw Nationals 2016,18.,R-JR,-83,82.21,197.5,207.5,-210,-127.5,135,-140,272.5,-290,-290,615,412.85
Seth Baker,competitions-view?id=1292,Seth Baker,1994,07/30/2016,Ohio State Championship,1.,R-JR,-83,82.10,-197.5,197.5,207.5,135,-142.5,-142.5,270,285,295,637.5,428.34
Seth Baker,competitions-view?id=1009,Seth Baker,1994,11/14/2015,USA Powerlifting MUWC Red Hawk Open,2.,R-JR,-83,82.00,187.5,197.5,200,125,132.5,-137.5,247.5,260,-272.5,592.5,398.40
Jake Howerin,competitions-view?id=1354,Jake Howerin,1996,10/13/2016,Raw Nationals 2016,19.,R-JR,-83,79.94,217.5,230,-232.5,137.5,-142.5,-142.5,225,245,-255,612.5,418.34
Jake Howerin,competitions-view?id=1303,Jake Howerin,1996,08/13/2016,2016 Palmetto Classic,1.,R-O,-83,80.40,225,-235,-235,142.5,-147.5,-147.5,-225,225,242.5,610,415.17
Jake Howerin,competitions-view?id=1149,Jake Howerin,1996,03/19/2016,USA Powerlifting Battle on the Border X,1.,R-T3,-83,79.80,215,227.5,-232.5,135,-137.5,137.5,230,240,,605,413.70
Jake Howerin,competitions-view?id=1082,Jake Howerin,1996,12/12/2015,USA Powerlifting South Carolina State Championship,2.,R-T3,-83,80.00,200,212.5,,125,132.5,137.5,205,227.5,-240,577.5,394.26
Jake Howerin,competitions-view?id=1001,Jake Howerin,1996,11/07/2015,USAPL Fall Festival of Power,1.,R-T3,-83,80.90,197.5,210,215,125,-132.5,-132.5,205,227.5,-240,567.5,384.71
Jake Howerin,competitions-view?id=902,Jake Howerin,1996,06/26/2015,Summer Showdown,1.,R-T,-74,73.60,200,-210,-210,105,112.5,115,200,-215,-215,515,371.88
Jake Howerin,competitions-view?id=793,Jake Howerin,1996,03/21/2015,Battle on the Border IX,1.,R-T2,-74,72.20,202.5,,,102.5,,,212.5,,,517.5,378.91
Jake Howerin,competitions-view?id=749,Jake Howerin,1996,12/13/2014,South Carolina State Championships,1.,R-O,-75,72.10,172.5,,,107.5,,,205,,,485,355.51
Tony Mathews,competitions-view?id=1354,Tony Mathews,1995,10/13/2016,Raw Nationals 2016,20.,R-JR,-83,81.33,202.5,212.5,220,137.5,147.5,-152.5,205,217.5,227.5,595,402.04
Tony Mathews,competitions-view?id=1182,Tony Mathews,1995,04/14/2016,2016 USA Powerlifting Collegiate Nationals,13.,R-C,-83,79.30,197.5,210,-212.5,132.5,137.5,142.5,195,212.5,-225,565,387.87
Tony Mathews,competitions-view?id=1086,Tony Mathews,1995,02/06/2016,USA Powerlifting Pure Fitness Open,1.,R-JR,-83,80.70,195,205,-215,127.5,135,140,205,-217.5,-217.5,550,373.45
Tony Mathews,competitions-view?id=992,Tony Mathews,1995,10/15/2015,2015 Raw Nationals,18.,R-JR,-83,78.90,190,202.5,-212.5,127.5,135,-140,200,215,225,562.5,387.45
Tony Mathews,competitions-view?id=1055,Tony Mathews,1995,07/12/2015,2015 USAPL Ohio State Championships,3.,R-JR,-74,73.70,177.5,190,-195,115,122.5,-130,180,192.5,200,512.5,369.72
Tony Mathews,competitions-view?id=735,Tony Mathews,1995,11/08/2014,USAPL 2014 Ohio State PL Championships,2.,R-T3,-75,74.10,192.5,,,122.5,,,202.5,,,517.5,371.88
Tony Mathews,competitions-view?id=721,Tony Mathews,1995,09/27/2014,Kalamazoo Klassic II,2.,R-O,-75,74.50,182.5,,,127.5,,,205,,,515,368.69
Tony Mathews,competitions-view?id=392,Tony Mathews,1995,05/10/2014,2014 Hoosier Open,1.,R-T3,-75,73.60,170,,,122.5,,,195,,,487.5,352.02
Tony Mathews,competitions-view?id=518,Tony Mathews,1995,10/12/2013,Indiana Powerfest,-,R-T3,-75,73.50,157.5,,,120,,,187.5,,,465,336.10
Alex Sowell,competitions-view?id=1354,Alex Sowell,1992,10/13/2016,Raw Nationals 2016,21.,R-JR,-83,81.99,-210,220,-227.5,125,-130,-130,250,-265,-265,595,400.08
Alex Sowell,competitions-view?id=1224,Alex Sowell,1992,05/14/2016,Boss of NorCal,2.,R-T3,-83,82.10,210,220,-230,125,127.5,130,250,-260,-265,600,403.14
Alex Sowell,competitions-view?id=1130,Alex Sowell,1992,02/28/2016,2016 USA Powerlifting Spartan Raw Championships,2.,R-O,-83,81.20,202.5,217.5,-230,117.5,-130,-130,245,-262.5,-262.5,580,392.31
Joseph Bierly,competitions-view?id=1354,Joseph Bierly,1994,10/13/2016,Raw Nationals 2016,22.,R-JR,-83,79.73,187.5,197.5,212.5,105,112.5,-115,247.5,262.5,-272.5,587.5,401.97
Joseph Bierly,competitions-view?id=1299,Joseph Bierly,1994,08/05/2016,34th Annual New Jersey State Championships,3.,R-JR,-83,79.10,182.5,195,205,102.5,112.5,-120,245,262.5,272.5,590,405.68
Chase Callahan,competitions-view?id=1354,Chase Callahan,1995,10/13/2016,Raw Nationals 2016,45.,R-O,-83,78.30,195,-207.5,-207.5,120,-127.5,,252.5,265,-272.5,580,401.48
Chase Callahan,competitions-view?id=1003,Chase Callahan,1995,11/07/2015,3rd Annual USAPL Powerlifting for Pink,2.,R-O,-83,80.10,182.5,195,200,115,122.5,-130,250,260,-265,582.5,397.38
Chase Callahan,competitions-view?id=837,Chase Callahan,1995,05/09/2015,2015 USAPL Border Bash,1.,R-JR,-83,79.60,177.5,190,-200,107.5,115,122.5,240,250,-257.5,562.5,385.26
Chase Callahan,competitions-view?id=420,Chase Callahan,1995,08/09/2014,Powerlifting for Pups,1.,R-T3,-75,75.00,162.5,,,107.5,,,230,,,500,356.30
Chase Callahan,competitions-view?id=394,Chase Callahan,1995,05/10/2014,USAPL Border Bash & Southeastern High School State Wars,3.,R-T3,-75,73.80,165,,,105,,,227.5,,,497.5,358.55
Chase Callahan,competitions-view?id=375,Chase Callahan,1995,01/25/2014,USAPL GA Winter Classic & Single Ply Invitational,1.,R-T3,-82.5,78.80,165,,,102.5,,,227.5,,,495,341.20
Dillon Heredia,competitions-view?id=1354,Dillon Heredia,1993,10/13/2016,Raw Nationals 2016,24.,R-JR,-83,82.17,177.5,190,192.5,130,-142.5,142.5,225,232.5,240,575,386.11
Dillon Heredia,competitions-view?id=1247,Dillon Heredia,1993,06/05/2016,New Jersey Summer Classic,2.,R-JR,-83,82.00,165,167.5,180,125,135,-142.5,200,215,227.5,542.5,364.78
Michael Schaeffer,competitions-view?id=1354,Michael Schaeffer,1993,10/13/2016,Raw Nationals 2016,25.,R-JR,-83,81.65,185,192.5,-197.5,142.5,150,-157.5,217.5,222.5,230,572.5,385.92
